algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,29,131,-0.2196239061184528,-49975.62051199955,4.0,120.0,184.0,9,1
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,2,137,-0.21186324463875145,-50297.17720254343,4.2105263157894735,130.0,190.0,8,3
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,2,117,-0.2378329838114001,-49343.709273625565,3.526315789473684,84.0,184.0,10,10
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,2,141,-0.21201157864882497,-50198.88612478523,4.421052631578948,142.0,194.0,9,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,3,132,-0.23881292050999478,-49822.980708037154,3.9473684210526314,116.0,184.0,8,3
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,3,138,-0.2226665017578041,-50174.93902715131,4.2368421052631575,124.0,198.0,9,5
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,3,144,-0.21135057056035741,-50227.683588563516,4.578947368421052,152.0,196.0,9,4
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,5,111,-0.2106353302571729,-49679.711043631745,3.3684210526315788,86.0,170.0,9,5
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,5,132,-0.21755372066959852,-49772.73000954388,4.052631578947368,114.0,194.0,9,11
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,5,128,-0.22001187702566902,-50062.77123381495,3.973684210526316,120.0,182.0,9,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,7,113,-0.23149795095558703,-49537.478867366604,3.3684210526315788,84.0,172.0,8,3
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,7,116,-0.22855655063394506,-49678.37193125266,3.3157894736842106,80.0,172.0,10,5
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,7,126,-0.21504018574308414,-49959.14638900119,3.8684210526315788,112.0,182.0,8,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,11,129,-0.23285554549971207,-50079.49625219178,4.0,128.0,176.0,9,4
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,11,100,-0.2275303220147749,-49406.532924849475,3.026315789473684,70.0,160.0,9,8
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,11,147,-0.21386498832914055,-50320.780286664616,4.552631578947368,148.0,198.0,9,4
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,13,123,-0.21494540029424578,-49939.29590844213,3.736842105263158,112.0,172.0,8,4
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,13,95,-0.21738234158714195,-49363.17547132495,2.8157894736842106,62.0,152.0,10,8
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,13,132,-0.2159264148419476,-50468.33069836337,3.9473684210526314,134.0,166.0,9,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,17,131,-0.2276517498936904,-50027.12688556539,3.9473684210526314,108.0,192.0,8,4
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,17,111,-0.22146619355474192,-49900.78083697173,3.289473684210526,74.0,176.0,8,7
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,17,135,-0.2353257653544291,-49876.83250126665,4.026315789473684,116.0,190.0,8,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,19,152,-0.22507820930931746,-50286.62221627609,4.605263157894737,158.0,192.0,8,7
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,19,133,-0.2297936475910803,-49798.29953881072,4.026315789473684,114.0,192.0,11,10
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,19,135,-0.20715116548271403,-50113.786003800844,4.078947368421052,134.0,176.0,8,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,23,130,-0.23487841817772762,-49650.77052016908,3.763157894736842,118.0,168.0,8,3
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,23,103,-0.22835363230608358,-49455.08595012813,3.026315789473684,76.0,154.0,10,10
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,23,128,-0.22050683173924,-49709.166620639866,3.789473684210526,100.0,188.0,9,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,8,5,29,127,-0.2300111297658829,-49995.9718329889,3.6315789473684212,108.0,168.0,8,3
pges,res/networks/win95pts,win95pts.xbif50001_,8,5,29,119,-0.2193191252023939,-49888.34175439367,3.6842105263157894,110.0,170.0,17,14
phc,res/networks/win95pts,win95pts.xbif50001_,8,5,29,117,-0.23914552093566682,-49724.36600407168,3.3684210526315788,92.0,164.0,8,2
ges,res/networks/win95pts,win95pts.xbif50001_,0,10,-1,215,-0.2005813966471802,-77344.55099600619,6.2105263157894735,0.0,472.0,0,0
hc,res/networks/win95pts,win95pts.xbif50001_,1,10,-1,96,-0.12069372871843875,-49529.80830998447,2.8684210526315788,68.0,150.0,14,7
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,2,113,-0.22535509165207615,-49511.49435975337,3.236842105263158,74.0,172.0,14,10
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,2,97,-0.23740764591639094,-49171.599396190766,2.9473684210526314,70.0,154.0,13,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,2,113,-0.22535509165207615,-49511.49435975337,3.236842105263158,74.0,172.0,14,10
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,3,105,-0.2268834066856539,-49785.16450609139,2.973684210526316,80.0,146.0,14,10
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,3,94,-0.22845761601948858,-49077.33435523016,2.8157894736842106,58.0,156.0,13,8
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,3,105,-0.2268834066856539,-49785.16450609139,2.973684210526316,80.0,146.0,14,10
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,5,110,-0.23971139878886272,-49580.68542507663,3.236842105263158,76.0,170.0,14,7
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,5,96,-0.23619263726696818,-49081.553973404334,2.8947368421052633,62.0,158.0,13,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,5,110,-0.23971139878886272,-49580.68542507663,3.236842105263158,76.0,170.0,14,7
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,7,100,-0.22278741760392956,-49609.44741791864,2.973684210526316,70.0,156.0,13,7
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,7,102,-0.21807999453483995,-49145.6304861714,3.0789473684210527,70.0,164.0,13,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,7,100,-0.22278741760392956,-49609.44741791864,2.973684210526316,70.0,156.0,13,7
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,11,118,-0.20075317535950313,-49823.96306698116,3.6052631578947367,106.0,168.0,15,28
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,11,97,-0.23113604504250512,-49210.79231603338,2.9473684210526314,62.0,162.0,14,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,11,118,-0.20075317535950313,-49823.96306698116,3.6052631578947367,106.0,168.0,15,28
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,13,99,-0.2240221511056173,-49404.7162627232,2.9473684210526314,72.0,152.0,14,13
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,13,96,-0.2254272162701222,-49125.30676195441,2.9210526315789473,64.0,158.0,13,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,13,99,-0.2240221511056173,-49404.7162627232,2.9473684210526314,72.0,152.0,14,13
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,17,108,-0.23776160507969515,-49427.44935321408,3.1052631578947367,72.0,164.0,14,12
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,17,105,-0.2417214137413021,-49181.069334762346,3.1052631578947367,72.0,164.0,13,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,17,108,-0.23776160507969515,-49427.44935321408,3.1052631578947367,72.0,164.0,14,12
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,19,114,-0.23129456907475884,-49764.73113474926,3.3421052631578947,88.0,166.0,14,7
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,19,98,-0.22571459839203367,-49188.57111253297,2.9473684210526314,66.0,158.0,13,8
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,19,114,-0.23129456907475884,-49764.73113474926,3.3421052631578947,88.0,166.0,14,7
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,23,110,-0.23288824908750186,-49731.59371640829,3.236842105263158,82.0,164.0,15,29
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,23,97,-0.22799106186076204,-49235.305064197615,2.9473684210526314,62.0,162.0,13,8
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,23,110,-0.23288824908750186,-49731.59371640829,3.236842105263158,82.0,164.0,15,29
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,1,10,29,119,-0.2169703732771892,-50062.81306114145,3.6315789473684212,102.0,174.0,15,39
pges,res/networks/win95pts,win95pts.xbif50001_,1,10,29,96,-0.22746240792875683,-49154.46774015862,2.8947368421052633,62.0,158.0,14,9
phc,res/networks/win95pts,win95pts.xbif50001_,1,10,29,119,-0.2169703732771892,-50062.81306114145,3.6315789473684212,102.0,174.0,15,39
